ozone,particullate_matter,carbon_monoxide,sulfure_dioxide,nitrogen_dioxide,longitude,latitude,timestamp
41,59,76,81,58,10.26136529,56.24203279,02/08/2014 11:05
38,54,81,85,60,10.26136529,56.24203279,02/08/2014 11:10
43,55,86,85,57,10.26136529,56.24203279,02/08/2014 11:15
40,52,84,80,61,10.26136529,56.24203279,02/08/2014 11:20
42,56,82,83,56,10.26136529,56.24203279,02/08/2014 11:25
38,60,87,82,53,10.26136529,56.24203279,02/08/2014 11:30
41,59,87,81,54,10.26136529,56.24203279,02/08/2014 11:35
39,58,89,85,57,10.26136529,56.24203279,02/08/2014 11:40
35,57,93,82,57,10.26136529,56.24203279,02/08/2014 11:45
32,57,92,77,57,10.26136529,56.24203279,02/08/2014 11:50
31,54,97,75,56,10.26136529,56.24203279,02/08/2014 11:55
36,50,95,79,60,10.26136529,56.24203279,02/08/2014 12:00
35,45,91,82,59,10.26136529,56.24203279,02/08/2014 12:05
31,49,91,83,60,10.26136529,56.24203279,02/08/2014 12:10
26,47,95,86,58,10.26136529,56.24203279,02/08/2014 12:15
30,45,93,86,55,10.26136529,56.24203279,02/08/2014 12:20
27,47,93,87,50,10.26136529,56.24203279,02/08/2014 12:25
28,43,89,86,45,10.26136529,56.24203279,02/08/2014 12:30
33,39,92,88,43,10.26136529,56.24203279,02/08/2014 12:35
30,34,96,85,42,10.26136529,56.24203279,02/08/2014 12:40
25,38,95,83,44,10.26136529,56.24203279,02/08/2014 12:45
24,39,91,78,43,10.26136529,56.24203279,02/08/2014 12:50
25,40,96,83,39,10.26136529,56.24203279,02/08/2014 12:55
23,40,98,85,37,10.26136529,56.24203279,02/08/2014 13:00
25,39,93,89,35,10.26136529,56.24203279,02/08/2014 13:05
30,36,88,92,38,10.26136529,56.24203279,02/08/2014 13:10
25,32,86,92,34,10.26136529,56.24203279,02/08/2014 13:15
29,35,82,93,37,10.26136529,56.24203279,02/08/2014 13:20
32,38,81,88,41,10.26136529,56.24203279,02/08/2014 13:25
28,39,77,93,38,10.26136529,56.24203279,02/08/2014 13:30
25,35,73,98,39,10.26136529,56.24203279,02/08/2014 13:35
22,33,74,96,34,10.26136529,56.24203279,02/08/2014 13:40
19,29,75,101,35,10.26136529,56.24203279,02/08/2014 13:45
20,34,70,102,38,10.26136529,56.24203279,02/08/2014 13:50
16,30,69,101,40,10.26136529,56.24203279,02/08/2014 13:55
25,34,64,98,42,10.26136529,56.24203279,02/08/2014 14:00
30,37,67,99,39,10.26136529,56.24203279,02/08/2014 14:05
27,32,63,97,44,10.26136529,56.24203279,02/08/2014 14:10
24,31,62,102,39,10.26136529,56.24203279,02/08/2014 14:15
21,33,58,105,37,10.26136529,56.24203279,02/08/2014 14:20
20,33,63,104,42,10.26136529,56.24203279,02/08/2014 14:25
18,28,64,106,41,10.26136529,56.24203279,02/08/2014 14:30
23,26,66,103,36,10.26136529,56.24203279,02/08/2014 14:35
20,22,69,108,31,10.26136529,56.24203279,02/08/2014 14:40
19,27,68,104,30,10.26136529,56.24203279,02/08/2014 14:45
27,28,69,100,27,10.26136529,56.24203279,02/08/2014 14:50
28,32,74,102,25,10.26136529,56.24203279,02/08/2014 14:55
31,35,70,99,28,10.26136529,56.24203279,02/08/2014 15:00
34,30,65,102,29,10.26136529,56.24203279,02/08/2014 15:05
36,29,65,99,28,10.26136529,56.24203279,02/08/2014 15:10
40,34,70,97,23,10.26136529,56.24203279,02/08/2014 15:15
38,35,72,101,21,10.26136529,56.24203279,02/08/2014 15:20
41,39,68,96,22,10.26136529,56.24203279,02/08/2014 15:25
37,43,70,94,17,10.26136529,56.24203279,02/08/2014 15:30
42,40,70,95,23,10.26136529,56.24203279,02/08/2014 15:35
44,42,68,91,21,10.26136529,56.24203279,02/08/2014 15:40
43,38,63,90,21,10.26136529,56.24203279,02/08/2014 15:45
42,42,66,88,17,10.26136529,56.24203279,02/08/2014 15:50
37,45,63,90,19,10.26136529,56.24203279,02/08/2014 15:55
35,49,66,92,23,10.26136529,56.24203279,02/08/2014 16:00
40,46,66,90,22,10.26136529,56.24203279,02/08/2014 16:05
38,48,67,89,27,10.26136529,56.24203279,02/08/2014 16:10
42,43,66,88,24,10.26136529,56.24203279,02/08/2014 16:15
40,43,66,91,25,10.26136529,56.24203279,02/08/2014 16:20
35,42,66,90,28,10.26136529,56.24203279,02/08/2014 16:25
40,42,71,87,31,10.26136529,56.24203279,02/08/2014 16:30
38,47,72,86,27,10.26136529,56.24203279,02/08/2014 16:35
42,51,72,86,27,10.26136529,56.24203279,02/08/2014 16:40
41,49,70,84,24,10.26136529,56.24203279,02/08/2014 16:45
36,44,67,86,25,10.26136529,56.24203279,02/08/2014 16:50
32,44,65,83,30,10.26136529,56.24203279,02/08/2014 16:55
37,49,62,84,31,10.26136529,56.24203279,02/08/2014 17:00
41,45,62,87,28,10.26136529,56.24203279,02/08/2014 17:05
40,43,58,83,31,10.26136529,56.24203279,02/08/2014 17:10
43,48,54,87,35,10.26136529,56.24203279,02/08/2014 17:15
43,52,56,91,31,10.26136529,56.24203279,02/08/2014 17:20
47,54,51,91,29,10.26136529,56.24203279,02/08/2014 17:25
48,57,54,88,25,10.26136529,56.24203279,02/08/2014 17:30
45,57,54,83,20,10.26136529,56.24203279,02/08/2014 17:35
42,55,59,79,23,10.26136529,56.24203279,02/08/2014 17:40
39,52,57,74,19,10.26136529,56.24203279,02/08/2014 17:45
38,47,56,77,21,10.26136529,56.24203279,02/08/2014 17:50
38,46,59,82,25,10.26136529,56.24203279,02/08/2014 17:55
39,43,56,81,27,10.26136529,56.24203279,02/08/2014 18:00
40,41,54,84,22,10.26136529,56.24203279,02/08/2014 18:05
37,37,51,89,20,10.26136529,56.24203279,02/08/2014 18:10
42,39,51,89,19,10.26136529,56.24203279,02/08/2014 18:15
44,39,50,87,26,10.26136529,56.24203279,02/08/2014 18:20
48,38,45,88,29,10.26136529,56.24203279,02/08/2014 18:25
49,39,46,86,30,10.26136529,56.24203279,02/08/2014 18:30
49,39,42,89,30,10.26136529,56.24203279,02/08/2014 18:35
44,42,40,87,28,10.26136529,56.24203279,02/08/2014 18:40
46,39,43,84,28,10.26136529,56.24203279,02/08/2014 18:45
49,36,38,81,30,10.26136529,56.24203279,02/08/2014 18:50
47,32,43,76,25,10.26136529,56.24203279,02/08/2014 18:55
52,34,48,74,22,10.26136529,56.24203279,02/08/2014 19:00
54,31,52,70,20,10.26136529,56.24203279,02/08/2014 19:05
50,27,54,66,23,10.26136529,56.24203279,02/08/2014 19:10
46,26,58,64,21,10.26136529,56.24203279,02/08/2014 19:15
48,28,62,68,20,10.26136529,56.24203279,02/08/2014 19:20
43,27,64,66,25,10.26136529,56.24203279,02/08/2014 19:25
46,22,61,66,20,10.26136529,56.24203279,02/08/2014 19:30
47,24,59,70,22,10.26136529,56.24203279,02/08/2014 19:35
43,20,63,71,27,10.26136529,56.24203279,02/08/2014 19:40
38,17,63,67,22,10.26136529,56.24203279,02/08/2014 19:45
35,26,64,68,18,10.26136529,56.24203279,02/08/2014 19:50
32,30,59,72,25,10.26136529,56.24203279,02/08/2014 19:55
32,28,61,73,20,10.26136529,56.24203279,02/08/2014 20:00
27,26,63,77,24,10.26136529,56.24203279,02/08/2014 20:05
23,22,63,82,19,10.26136529,56.24203279,02/08/2014 20:10
21,19,59,77,29,10.26136529,56.24203279,02/08/2014 20:15
20,27,64,81,32,10.26136529,56.24203279,02/08/2014 20:20
17,26,68,81,31,10.26136529,56.24203279,02/08/2014 20:25
21,26,70,84,30,10.26136529,56.24203279,02/08/2014 20:30
22,28,73,80,27,10.26136529,56.24203279,02/08/2014 20:35
19,31,69,77,27,10.26136529,56.24203279,02/08/2014 20:40
21,33,64,76,32,10.26136529,56.24203279,02/08/2014 20:45
26,29,64,76,29,10.26136529,56.24203279,02/08/2014 20:50
28,27,59,76,32,10.26136529,56.24203279,02/08/2014 20:55
24,30,56,73,33,10.26136529,56.24203279,02/08/2014 21:00
22,27,58,74,28,10.26136529,56.24203279,02/08/2014 21:05
25,28,59,73,24,10.26136529,56.24203279,02/08/2014 21:10
25,29,63,73,21,10.26136529,56.24203279,02/08/2014 21:15
23,28,66,75,18,10.26136529,56.24203279,02/08/2014 21:20
19,29,69,71,26,10.26136529,56.24203279,02/08/2014 21:25
22,24,64,70,24,10.26136529,56.24203279,02/08/2014 21:30
27,25,61,68,23,10.26136529,56.24203279,02/08/2014 21:35
24,26,60,63,19,10.26136529,56.24203279,02/08/2014 21:40
27,22,60,67,29,10.26136529,56.24203279,02/08/2014 21:45
22,21,65,65,31,10.26136529,56.24203279,02/08/2014 21:50
17,25,65,70,31,10.26136529,56.24203279,02/08/2014 21:55
27,26,61,73,33,10.26136529,56.24203279,02/08/2014 22:00
26,30,60,75,30,10.26136529,56.24203279,02/08/2014 22:05
27,30,63,75,26,10.26136529,56.24203279,02/08/2014 22:10
25,31,64,71,21,10.26136529,56.24203279,02/08/2014 22:15
25,27,66,73,21,10.26136529,56.24203279,02/08/2014 22:20
22,26,64,74,16,10.26136529,56.24203279,02/08/2014 22:25
23,31,63,75,20,10.26136529,56.24203279,02/08/2014 22:30
24,36,63,70,17,10.26136529,56.24203279,02/08/2014 22:35
25,33,58,74,25,10.26136529,56.24203279,02/08/2014 22:40
20,36,63,71,29,10.26136529,56.24203279,02/08/2014 22:45
16,33,58,71,25,10.26136529,56.24203279,02/08/2014 22:50
21,31,57,70,27,10.26136529,56.24203279,02/08/2014 22:55
23,29,62,65,24,10.26136529,56.24203279,02/08/2014 23:00
21,32,57,68,24,10.26136529,56.24203279,02/08/2014 23:05
25,31,57,66,22,10.26136529,56.24203279,02/08/2014 23:10
22,31,54,63,25,10.26136529,56.24203279,02/08/2014 23:15
20,26,59,60,26,10.26136529,56.24203279,02/08/2014 23:20
15,22,56,58,25,10.26136529,56.24203279,02/08/2014 23:25
16,19,60,60,21,10.26136529,56.24203279,02/08/2014 23:30
23,29,58,60,25,10.26136529,56.24203279,02/08/2014 23:35
28,24,58,55,25,10.26136529,56.24203279,02/08/2014 23:40
28,28,62,56,24,10.26136529,56.24203279,02/08/2014 23:45
27,27,65,60,29,10.26136529,56.24203279,02/08/2014 23:50
27,24,65,58,25,10.26136529,56.24203279,02/08/2014 23:55
31,23,60,55,28,10.26136529,56.24203279,03/08/2014 00:00
36,21,60,56,25,10.26136529,56.24203279,03/08/2014 00:05
36,19,61,53,26,10.26136529,56.24203279,03/08/2014 00:10
36,29,61,53,25,10.26136529,56.24203279,03/08/2014 00:15
31,25,60,48,30,10.26136529,56.24203279,03/08/2014 00:20
27,25,57,52,30,10.26136529,56.24203279,03/08/2014 00:25
26,22,61,51,26,10.26136529,56.24203279,03/08/2014 00:30
24,17,56,54,25,10.26136529,56.24203279,03/08/2014 00:35
19,18,60,53,24,10.26136529,56.24203279,03/08/2014 00:40
21,24,56,49,19,10.26136529,56.24203279,03/08/2014 00:45
23,19,53,48,22,10.26136529,56.24203279,03/08/2014 00:50
26,20,48,49,23,10.26136529,56.24203279,03/08/2014 00:55
26,18,43,45,26,10.26136529,56.24203279,03/08/2014 01:00
21,21,46,45,30,10.26136529,56.24203279,03/08/2014 01:05
23,20,49,40,27,10.26136529,56.24203279,03/08/2014 01:10
22,23,51,38,22,10.26136529,56.24203279,03/08/2014 01:15
25,20,50,35,22,10.26136529,56.24203279,03/08/2014 01:20
20,15,50,39,27,10.26136529,56.24203279,03/08/2014 01:25
16,20,48,43,30,10.26136529,56.24203279,03/08/2014 01:30
19,18,52,38,33,10.26136529,56.24203279,03/08/2014 01:35
21,24,53,35,29,10.26136529,56.24203279,03/08/2014 01:40
18,21,56,30,34,10.26136529,56.24203279,03/08/2014 01:45
27,16,51,31,31,10.26136529,56.24203279,03/08/2014 01:50
30,20,54,36,33,10.26136529,56.24203279,03/08/2014 01:55
29,22,56,41,29,10.26136529,56.24203279,03/08/2014 02:00
31,23,53,41,29,10.26136529,56.24203279,03/08/2014 02:05
35,28,50,42,28,10.26136529,56.24203279,03/08/2014 02:10
40,24,50,47,29,10.26136529,56.24203279,03/08/2014 02:15
35,25,50,45,34,10.26136529,56.24203279,03/08/2014 02:20
31,21,47,44,33,10.26136529,56.24203279,03/08/2014 02:25
29,16,52,45,29,10.26136529,56.24203279,03/08/2014 02:30
32,21,51,49,34,10.26136529,56.24203279,03/08/2014 02:35
36,21,55,45,30,10.26136529,56.24203279,03/08/2014 02:40
39,19,51,41,32,10.26136529,56.24203279,03/08/2014 02:45
35,22,55,46,27,10.26136529,56.24203279,03/08/2014 02:50
33,21,58,48,24,10.26136529,56.24203279,03/08/2014 02:55
35,21,62,43,20,10.26136529,56.24203279,03/08/2014 03:00
36,25,64,41,19,10.26136529,56.24203279,03/08/2014 03:05
33,23,68,45,28,10.26136529,56.24203279,03/08/2014 03:10
28,21,63,42,25,10.26136529,56.24203279,03/08/2014 03:15
28,26,62,46,25,10.26136529,56.24203279,03/08/2014 03:20
27,28,66,49,27,10.26136529,56.24203279,03/08/2014 03:25
23,23,64,54,27,10.26136529,56.24203279,03/08/2014 03:30
21,21,65,51,32,10.26136529,56.24203279,03/08/2014 03:35
24,19,65,49,29,10.26136529,56.24203279,03/08/2014 03:40
26,25,70,44,34,10.26136529,56.24203279,03/08/2014 03:45
21,23,73,47,31,10.26136529,56.24203279,03/08/2014 03:50
17,23,69,45,31,10.26136529,56.24203279,03/08/2014 03:55
19,28,66,49,26,10.26136529,56.24203279,03/08/2014 04:00
24,33,70,44,26,10.26136529,56.24203279,03/08/2014 04:05
19,34,73,40,26,10.26136529,56.24203279,03/08/2014 04:10
21,35,78,36,21,10.26136529,56.24203279,03/08/2014 04:15
18,38,81,35,25,10.26136529,56.24203279,03/08/2014 04:20
19,36,84,38,30,10.26136529,56.24203279,03/08/2014 04:25
20,40,86,37,34,10.26136529,56.24203279,03/08/2014 04:30
16,35,88,36,35,10.26136529,56.24203279,03/08/2014 04:35
21,35,83,34,33,10.26136529,56.24203279,03/08/2014 04:40
18,33,85,29,29,10.26136529,56.24203279,03/08/2014 04:45
23,30,86,28,29,10.26136529,56.24203279,03/08/2014 04:50
24,34,91,24,26,10.26136529,56.24203279,03/08/2014 04:55
21,30,95,22,22,10.26136529,56.24203279,03/08/2014 05:00
18,35,93,27,19,10.26136529,56.24203279,03/08/2014 05:05
20,34,98,26,23,10.26136529,56.24203279,03/08/2014 05:10
18,30,93,22,22,10.26136529,56.24203279,03/08/2014 05:15
21,33,91,27,25,10.26136529,56.24203279,03/08/2014 05:20
25,31,88,31,22,10.26136529,56.24203279,03/08/2014 05:25
24,30,85,28,18,10.26136529,56.24203279,03/08/2014 05:30
28,34,83,30,21,10.26136529,56.24203279,03/08/2014 05:35
29,29,83,33,18,10.26136529,56.24203279,03/08/2014 05:40
26,32,78,31,20,10.26136529,56.24203279,03/08/2014 05:45
30,32,77,27,15,10.26136529,56.24203279,03/08/2014 05:50
26,31,74,29,22,10.26136529,56.24203279,03/08/2014 05:55
26,31,69,32,25,10.26136529,56.24203279,03/08/2014 06:00
29,36,72,29,24,10.26136529,56.24203279,03/08/2014 06:05
34,39,77,25,20,10.26136529,56.24203279,03/08/2014 06:10
34,36,73,25,15,10.26136529,56.24203279,03/08/2014 06:15
31,39,69,27,22,10.26136529,56.24203279,03/08/2014 06:20
36,34,64,22,21,10.26136529,56.24203279,03/08/2014 06:25
34,32,60,27,23,10.26136529,56.24203279,03/08/2014 06:30
32,30,56,28,22,10.26136529,56.24203279,03/08/2014 06:35
35,27,53,28,23,10.26136529,56.24203279,03/08/2014 06:40
40,23,55,25,25,10.26136529,56.24203279,03/08/2014 06:45
38,20,54,26,25,10.26136529,56.24203279,03/08/2014 06:50
41,25,52,28,24,10.26136529,56.24203279,03/08/2014 06:55
36,21,49,30,20,10.26136529,56.24203279,03/08/2014 07:00
38,26,44,28,19,10.26136529,56.24203279,03/08/2014 07:05
34,27,40,31,29,10.26136529,56.24203279,03/08/2014 07:10
39,22,40,35,30,10.26136529,56.24203279,03/08/2014 07:15
36,18,41,33,33,10.26136529,56.24203279,03/08/2014 07:20
33,28,46,36,34,10.26136529,56.24203279,03/08/2014 07:25
30,32,44,35,39,10.26136529,56.24203279,03/08/2014 07:30
28,36,44,31,39,10.26136529,56.24203279,03/08/2014 07:35
32,31,44,28,37,10.26136529,56.24203279,03/08/2014 07:40
36,35,43,24,33,10.26136529,56.24203279,03/08/2014 07:45
41,35,48,22,38,10.26136529,56.24203279,03/08/2014 07:50
41,35,43,22,42,10.26136529,56.24203279,03/08/2014 07:55
37,35,43,21,46,10.26136529,56.24203279,03/08/2014 08:00
32,35,38,23,45,10.26136529,56.24203279,03/08/2014 08:05
31,35,42,26,46,10.26136529,56.24203279,03/08/2014 08:10
31,37,46,29,45,10.26136529,56.24203279,03/08/2014 08:15
35,34,50,25,44,10.26136529,56.24203279,03/08/2014 08:20
39,29,55,25,39,10.26136529,56.24203279,03/08/2014 08:25
42,27,52,21,44,10.26136529,56.24203279,03/08/2014 08:30
46,28,54,20,44,10.26136529,56.24203279,03/08/2014 08:35
48,31,55,15,42,10.26136529,56.24203279,03/08/2014 08:40
49,31,51,21,40,10.26136529,56.24203279,03/08/2014 08:45
51,33,46,24,44,10.26136529,56.24203279,03/08/2014 08:50
54,37,45,29,43,10.26136529,56.24203279,03/08/2014 08:55
51,33,46,24,40,10.26136529,56.24203279,03/08/2014 09:00
56,29,49,19,35,10.26136529,56.24203279,03/08/2014 09:05
61,33,45,24,30,10.26136529,56.24203279,03/08/2014 09:10
61,38,50,28,27,10.26136529,56.24203279,03/08/2014 09:15
60,39,53,26,27,10.26136529,56.24203279,03/08/2014 09:20
56,34,57,29,32,10.26136529,56.24203279,03/08/2014 09:25
56,33,54,32,29,10.26136529,56.24203279,03/08/2014 09:30
55,36,59,32,33,10.26136529,56.24203279,03/08/2014 09:35
52,40,59,32,34,10.26136529,56.24203279,03/08/2014 09:40
47,38,61,32,38,10.26136529,56.24203279,03/08/2014 09:45
52,39,66,34,38,10.26136529,56.24203279,03/08/2014 09:50
57,36,67,38,37,10.26136529,56.24203279,03/08/2014 09:55
55,34,68,43,38,10.26136529,56.24203279,03/08/2014 10:00
53,30,66,42,35,10.26136529,56.24203279,03/08/2014 10:05
56,34,61,38,30,10.26136529,56.24203279,03/08/2014 10:10
52,31,66,33,34,10.26136529,56.24203279,03/08/2014 10:15
50,27,70,32,30,10.26136529,56.24203279,03/08/2014 10:20
51,28,72,31,35,10.26136529,56.24203279,03/08/2014 10:25
52,33,67,34,33,10.26136529,56.24203279,03/08/2014 10:30
49,31,72,30,33,10.26136529,56.24203279,03/08/2014 10:35
47,36,71,30,32,10.26136529,56.24203279,03/08/2014 10:40
52,37,70,32,29,10.26136529,56.24203279,03/08/2014 10:45
55,34,75,31,24,10.26136529,56.24203279,03/08/2014 10:50
54,38,72,35,28,10.26136529,56.24203279,03/08/2014 10:55
51,39,70,40,33,10.26136529,56.24203279,03/08/2014 11:00
49,43,75,45,36,10.26136529,56.24203279,03/08/2014 11:05
52,41,70,48,31,10.26136529,56.24203279,03/08/2014 11:10
52,40,70,48,26,10.26136529,56.24203279,03/08/2014 11:15
50,45,67,45,25,10.26136529,56.24203279,03/08/2014 11:20
55,46,64,40,25,10.26136529,56.24203279,03/08/2014 11:25
51,48,59,36,25,10.26136529,56.24203279,03/08/2014 11:30
55,53,60,38,25,10.26136529,56.24203279,03/08/2014 11:35
55,50,63,34,29,10.26136529,56.24203279,03/08/2014 11:40
55,55,59,37,34,10.26136529,56.24203279,03/08/2014 11:45
53,56,56,35,37,10.26136529,56.24203279,03/08/2014 11:50
58,59,59,37,36,10.26136529,56.24203279,03/08/2014 11:55
60,63,57,33,38,10.26136529,56.24203279,03/08/2014 12:00
62,59,55,36,39,10.26136529,56.24203279,03/08/2014 12:05
59,56,60,40,42,10.26136529,56.24203279,03/08/2014 12:10
57,57,61,38,40,10.26136529,56.24203279,03/08/2014 12:15
55,58,59,34,39,10.26136529,56.24203279,03/08/2014 12:20
53,61,61,39,42,10.26136529,56.24203279,03/08/2014 12:25
58,65,56,43,39,10.26136529,56.24203279,03/08/2014 12:30
55,63,53,46,38,10.26136529,56.24203279,03/08/2014 12:35
51,59,52,43,37,10.26136529,56.24203279,03/08/2014 12:40
48,61,56,41,42,10.26136529,56.24203279,03/08/2014 12:45
50,60,60,41,40,10.26136529,56.24203279,03/08/2014 12:50
49,64,57,43,35,10.26136529,56.24203279,03/08/2014 12:55
46,67,62,38,37,10.26136529,56.24203279,03/08/2014 13:00
45,69,66,42,35,10.26136529,56.24203279,03/08/2014 13:05
48,68,69,45,30,10.26136529,56.24203279,03/08/2014 13:10
49,71,64,49,33,10.26136529,56.24203279,03/08/2014 13:15
44,72,60,47,29,10.26136529,56.24203279,03/08/2014 13:20
41,68,55,44,32,10.26136529,56.24203279,03/08/2014 13:25
40,70,54,43,32,10.26136529,56.24203279,03/08/2014 13:30
45,69,58,41,28,10.26136529,56.24203279,03/08/2014 13:35
46,72,63,36,28,10.26136529,56.24203279,03/08/2014 13:40
42,75,60,36,31,10.26136529,56.24203279,03/08/2014 13:45
44,76,58,38,26,10.26136529,56.24203279,03/08/2014 13:50
39,80,57,39,21,10.26136529,56.24203279,03/08/2014 13:55
41,80,61,34,25,10.26136529,56.24203279,03/08/2014 14:00
38,85,61,36,27,10.26136529,56.24203279,03/08/2014 14:05
39,81,63,34,24,10.26136529,56.24203279,03/08/2014 14:10
34,83,60,37,23,10.26136529,56.24203279,03/08/2014 14:15
37,82,63,32,23,10.26136529,56.24203279,03/08/2014 14:20
39,80,59,27,19,10.26136529,56.24203279,03/08/2014 14:25
44,85,59,23,23,10.26136529,56.24203279,03/08/2014 14:30
49,80,58,22,28,10.26136529,56.24203279,03/08/2014 14:35
44,78,58,22,32,10.26136529,56.24203279,03/08/2014 14:40
47,74,58,22,34,10.26136529,56.24203279,03/08/2014 14:45
46,76,56,24,39,10.26136529,56.24203279,03/08/2014 14:50
43,73,57,21,41,10.26136529,56.24203279,03/08/2014 14:55
44,72,58,19,42,10.26136529,56.24203279,03/08/2014 15:00
42,70,54,22,43,10.26136529,56.24203279,03/08/2014 15:05
43,69,57,23,40,10.26136529,56.24203279,03/08/2014 15:10
48,72,53,24,40,10.26136529,56.24203279,03/08/2014 15:15
45,69,53,29,43,10.26136529,56.24203279,03/08/2014 15:20
49,71,51,27,40,10.26136529,56.24203279,03/08/2014 15:25
45,66,56,25,40,10.26136529,56.24203279,03/08/2014 15:30
41,67,55,25,39,10.26136529,56.24203279,03/08/2014 15:35
37,66,53,22,44,10.26136529,56.24203279,03/08/2014 15:40
35,65,56,20,47,10.26136529,56.24203279,03/08/2014 15:45
39,67,52,22,51,10.26136529,56.24203279,03/08/2014 15:50
39,68,56,27,48,10.26136529,56.24203279,03/08/2014 15:55
42,64,54,31,53,10.26136529,56.24203279,03/08/2014 16:00
42,68,56,26,52,10.26136529,56.24203279,03/08/2014 16:05
45,71,60,22,51,10.26136529,56.24203279,03/08/2014 16:10
40,74,64,18,48,10.26136529,56.24203279,03/08/2014 16:15
38,70,61,28,44,10.26136529,56.24203279,03/08/2014 16:20
36,74,57,31,40,10.26136529,56.24203279,03/08/2014 16:25
34,70,61,26,43,10.26136529,56.24203279,03/08/2014 16:30
34,71,61,24,41,10.26136529,56.24203279,03/08/2014 16:35
33,74,64,22,46,10.26136529,56.24203279,03/08/2014 16:40
36,78,67,27,43,10.26136529,56.24203279,03/08/2014 16:45
33,79,71,24,40,10.26136529,56.24203279,03/08/2014 16:50
32,75,72,23,40,10.26136529,56.24203279,03/08/2014 16:55
27,77,77,26,41,10.26136529,56.24203279,03/08/2014 17:00
28,82,78,30,39,10.26136529,56.24203279,03/08/2014 17:05
33,84,74,33,34,10.26136529,56.24203279,03/08/2014 17:10
33,80,71,34,37,10.26136529,56.24203279,03/08/2014 17:15
38,83,72,32,39,10.26136529,56.24203279,03/08/2014 17:20
33,84,70,34,37,10.26136529,56.24203279,03/08/2014 17:25
28,80,74,36,41,10.26136529,56.24203279,03/08/2014 17:30
26,77,69,36,39,10.26136529,56.24203279,03/08/2014 17:35
24,81,67,34,36,10.26136529,56.24203279,03/08/2014 17:40
27,76,64,39,41,10.26136529,56.24203279,03/08/2014 17:45
30,71,65,43,37,10.26136529,56.24203279,03/08/2014 17:50
31,75,68,43,42,10.26136529,56.24203279,03/08/2014 17:55
29,80,63,41,47,10.26136529,56.24203279,03/08/2014 18:00
28,83,61,36,48,10.26136529,56.24203279,03/08/2014 18:05
32,87,60,39,48,10.26136529,56.24203279,03/08/2014 18:10
33,86,63,41,48,10.26136529,56.24203279,03/08/2014 18:15
29,87,67,46,43,10.26136529,56.24203279,03/08/2014 18:20
30,85,66,45,46,10.26136529,56.24203279,03/08/2014 18:25
32,85,66,47,46,10.26136529,56.24203279,03/08/2014 18:30
